marker_offset_hex,tag,next_marker_hex,span_len,clear_count,path_count,first_path_or_clear
0x188db,l,0x18902,39,0,0,
0x18902,l,0x18974,114,0,0,
0x18974,n,0x18995,33,0,0,
0x18995,l,0x189dd,72,0,0,
0x189dd,l,0x18a23,70,1,1,9G:\Il
0x18a23,l,0x18a4c,41,0,0,
0x18a4c,l,0x18a6f,35,0,0,
0x18a6f,l,0x18a95,38,0,0,
0x18a95,l,0x18adb,70,0,0,
0x18adb,l,0x18afb,32,0,0,
0x18afb,l,0x18b3f,68,0,0,
0x18b3f,l,0x18b5d,30,0,0,
0x18b5d,l,0x18b7d,32,0,0,
0x18b7d,l,0x18b98,27,0,0,
0x18b98,n,0x18bb5,29,0,0,
0x18bb5,l,0x18bd9,36,0,0,
0x18bd9,l,0x18bf6,29,0,0,
0x18bf6,l,0x18c24,46,0,0,
0x18c24,l,0x18c6b,71,1,1,p'@f\yl
0x18c6b,l,0x18cae,67,1,0,%6>=7
0x18cae,l,0x18cd6,40,0,0,
0x18cd6,l,0x18cfe,40,0,0,
0x18cfe,l,0x18d1e,32,0,0,
0x18d1e,l,0x18d81,99,0,0,
0x18d81,l,0x18e6c,235,2,1,>GK\Ul
0x18e6c,l,0x18e8d,33,0,0,
0x18e8d,l,0x18eae,33,0,0,
0x18eae,l,0x18f09,91,1,0,sE?L$o
0x18f09,l,0x18f29,32,0,0,
0x18f29,l,0x18f40,23,0,0,
0x18f40,l,0x18f62,34,0,0,
0x18f62,l,0x18f85,35,0,0,
0x18f85,l,0x18fbf,58,0,0,
0x18fbf,l,0x18fe7,40,0,0,
0x18fe7,l,0x1900b,36,0,0,
0x1900b,l,0x19049,62,1,0,"pA""|Om"
0x19049,l,0x190e1,152,1,1,\TNG\DATAPSM\COURSE\SPAIN1\ROCKYPASSSW4-TGA.GXI
0x190e1,l,0x1910b,42,0,0,
0x1910b,l,0x19132,39,0,0,
0x19132,l,0x1914f,29,0,0,
0x1914f,l,0x1917f,48,0,0,
0x1917f,l,0x191c1,66,1,1,DSCREENS\PS2\CUPSELECT.XML
0x191c1,l,0x191ef,46,0,0,
0x191ef,l,0x19226,55,1,1,MISC\COPTER\HELI_MAINROTOR.PSM
0x19226,l,0x19278,82,0,0,
0x19278,l,0x19296,30,0,0,
0x19296,l,0x192b1,27,0,0,
0x192b1,l,0x19310,95,0,0,
0x19310,l,0x19337,39,0,0,
0x19337,l,0x19381,74,0,0,
0x19381,l,0x193b1,48,0,0,
0x193b1,n,0x193d7,38,0,0,
0x193d7,l,0x193f9,34,0,0,
0x193f9,l,0x1941d,36,0,0,
0x1941d,l,0x19463,70,0,0,
0x19463,o,0x19487,36,1,0,x7`iW
0x19487,l,0x194a7,32,0,0,
0x194a7,l,0x194cf,40,0,0,
0x194cf,l,0x194ed,30,0,0,
0x194ed,l,0x19530,67,0,0,
0x19530,l,0x19555,37,0,0,
0x19555,l,0x19578,35,0,0,
0x19578,l,0x195b7,63,0,0,
0x195b7,l,0x195d8,33,0,0,
0x195d8,l,0x19605,45,0,0,
0x19605,l,0x19656,81,0,0,
0x19656,l,0x19677,33,0,0,
0x19677,l,0x1969d,38,0,0,
0x1969d,l,0x196c0,35,0,0,
0x196c0,l,0x196e8,40,0,0,
0x196e8,l,0x1970f,39,0,0,
0x1970f,l,0x19735,38,0,0,
0x19735,n,0x1977d,72,0,0,
0x1977d,l,0x1979f,34,0,0,
0x1979f,l,0x197cb,44,0,0,
0x197cb,l,0x197f1,38,0,0,
0x197f1,l,0x19814,35,0,0,
0x19814,o,0x1983c,40,0,0,
0x1983c,l,0x1989f,99,0,0,
0x1989f,l,0x198e5,70,0,0,
0x198e5,l,0x19954,111,1,1,.PSB
0x19954,l,0x19976,34,0,0,
0x19976,l,0x199b8,66,1,0,HMD|~l
0x199b8,l,0x199e0,40,0,0,
0x199e0,o,0x199fe,30,0,0,
0x199fe,l,0x19a23,37,0,0,
0x19a23,l,0x19a49,38,0,0,
0x19a49,l,0x19a6d,36,0,0,
0x19a6d,l,0x19a92,37,0,0,
0x19a92,l,0x19abf,45,0,0,
0x19abf,l,0x19ae0,33,0,0,
0x19ae0,l,0x19b0d,45,0,0,
0x19b0d,l,0x19b37,42,0,0,
0x19b37,o,0x19b54,29,0,0,
0x19b54,l,0x19b93,63,0,0,
0x19b93,o,0x19bb1,30,0,0,
0x19bb1,l,0x19be1,48,1,1,16\x
0x19be1,l,0x19c29,72,0,0,
0x19c29,l,0x19c4a,33,0,0,
0x19c4a,l,0x19c68,30,0,0,
0x19c68,l,0x19c89,33,0,0,
0x19c89,l,0x19cd3,74,0,0,
0x19cd3,l,0x19d28,85,0,0,
0x19d28,l,0x19d49,33,0,0,
0x19d49,l,0x19d6d,36,0,0,
0x19d6d,l,0x19e40,211,3,1,DY\5l
0x19e40,l,0x19ecf,143,0,0,
0x19ecf,n,0x19f10,65,1,0,"D""l[l"
0x19f10,l,0x19f32,34,0,0,
0x19f32,l,0x19f55,35,0,0,
0x19f55,l,0x19fb8,99,0,0,
0x19fb8,l,0x19fdc,36,0,0,
0x19fdc,n,0x1a004,40,0,0,
0x1a004,l,0x1a025,33,0,0,
0x1a025,l,0x1a08d,104,0,0,
0x1a08d,l,0x1a0f4,103,1,0,L?D)
0x1a0f4,l,0x1a115,33,0,0,
0x1a115,l,0x1a154,63,1,1,-TGA.GXI
0x1a154,l,0x1a197,67,0,0,
0x1a197,l,0x1a1cb,52,0,0,
0x1a1cb,l,0x1a1f1,38,0,0,
0x1a1f1,l,0x1a226,53,0,0,
0x1a226,l,0x1a24e,40,0,0,
0x1a24e,l,0x1a299,75,0,0,
0x1a299,l,0x1a2bd,36,0,0,
0x1a2bd,l,0x1a2f4,55,0,0,
0x1a2f4,l,0x1a31e,42,0,0,
0x1a31e,l,0x1a347,41,0,0,
0x1a347,l,0x1a36a,35,0,0,
0x1a36a,l,0x1a388,30,1,1,GO\GO.PSB
0x1a388,l,0x1a3a5,29,0,0,
0x1a3a5,l,0x1a3ed,72,0,0,
0x1a3ed,l,0x1a41e,49,0,0,
0x1a41e,l,0x1a43d,31,0,0,
0x1a43d,l,0x1a469,44,0,0,
0x1a469,l,0x1a491,40,0,0,
0x1a491,l,0x1a4b6,37,1,0,R??$
0x1a4b6,l,0x1a4d9,35,0,0,
0x1a4d9,l,0x1a505,44,0,0,
0x1a505,l,0x1a597,146,0,0,
0x1a597,l,0x1a5bf,40,0,0,
0x1a5bf,l,0x1a5e4,37,0,0,
0x1a5e4,l,0x1a648,100,1,0,=`D0l
0x1a648,l,0x1a668,32,0,0,
0x1a668,l,0x1a693,43,0,0,
0x1a693,l,0x1a6b3,32,0,0,
0x1a6b3,l,0x1a6e9,54,0,0,
0x1a6e9,l,0x1a730,71,0,0,
0x1a730,l,0x1a757,39,0,0,
0x1a757,l,0x1a77e,39,0,0,
0x1a77e,l,0x1a7b7,57,0,0,
0x1a7b7,l,0x1a7dd,38,0,0,
0x1a7dd,l,0x1a7ff,34,0,0,
0x1a7ff,l,0x1a826,39,0,0,
0x1a826,l,0x1a84e,40,0,0,
0x1a84e,l,0x1a872,36,0,0,
0x1a872,l,0x1a892,32,0,0,
0x1a892,l,0x1a8d1,63,1,0,5>*6
0x1a8d1,l,0x1a8f4,35,0,0,
0x1a8f4,l,0x1a918,36,0,0,
0x1a918,l,0x1a952,58,0,0,
0x1a952,l,0x1a977,37,0,0,
0x1a977,o,0x1a98f,24,0,0,
0x1a98f,l,0x1a9b0,33,0,0,
0x1a9b0,l,0x1a9d3,35,0,0,
0x1a9d3,l,0x1a9ef,28,0,0,
0x1a9ef,l,0x1aa15,38,0,0,
0x1aa15,l,0x1aa35,32,1,0,"GC@"""
0x1aa35,l,0x1aa50,27,0,0,
0x1aa50,l,0x1aac9,121,2,0,PLANE
0x1aac9,l,0x1aaec,35,0,0,
0x1aaec,l,0x1ab06,26,0,0,
0x1ab06,l,0x1ab6e,104,2,0,~|:m
0x1ab6e,l,0x1aba7,57,0,0,
0x1aba7,l,0x1abc8,33,0,0,
0x1abc8,l,0x1abf0,40,0,0,
0x1abf0,l,0x1ac0c,28,0,0,
0x1ac0c,l,0x1ac94,136,1,1,G:\#l
0x1ac94,l,0x1acf6,98,2,1,*>C\$l
0x1acf6,l,0x1ad16,32,0,0,
0x1ad16,l,0x1ad38,34,0,0,
0x1ad38,l,0x1ad78,64,1,1,2.BSP
0x1ad78,n,0x1ad9a,34,0,0,
0x1ad9a,l,0x1adbe,36,0,0,
0x1adbe,n,0x1adda,28,0,0,
0x1adda,l,0x1ae03,41,1,0,iiJe$E<4
0x1ae03,l,0x1ae78,117,0,0,
0x1ae78,l,0x1aebf,71,0,0,
0x1aebf,l,0x1aee0,33,0,0,
0x1aee0,n,0x1aefd,29,0,0,
0x1aefd,l,0x1af29,44,0,0,
0x1af29,l,0x1afb7,142,1,0,GmL-l
0x1afb7,l,0x1afda,35,0,0,
0x1afda,l,0x1b001,39,0,0,
0x1b001,l,0x1b03f,62,0,0,
0x1b03f,n,0x1b05b,28,0,0,
0x1b05b,l,0x1b0f3,152,2,0,"=""L>l"
0x1b0f3,l,0x1b13c,73,0,0,
0x1b13c,l,0x1b15e,34,0,0,
0x1b15e,l,0x1b1b2,84,1,1,&\TNG\DATAPSM\COURSE\ITALY_S4\I2A_DIRT-TGA.GXI
0x1b1b2,l,0x1b1ef,61,0,0,
0x1b1ef,l,0x1b214,37,0,0,
0x1b214,l,0x1b238,36,0,0,
0x1b238,l,0x1b25a,34,0,0,
0x1b25a,l,0x1b280,38,0,0,
0x1b280,l,0x1b2aa,42,0,0,
0x1b2aa,l,0x1b2d0,38,0,0,
0x1b2d0,l,0x1b365,149,2,2,VEHICLESELECT\GRADIENTBOXES.PSB
0x1b365,l,0x1b38a,37,0,0,
0x1b38a,l,0x1b3a8,30,1,0,h;BU>
0x1b3a8,l,0x1b3cd,37,0,0,
0x1b3cd,l,0x1b3f5,40,1,1,FONTS\v
0x1b3f5,l,0x1b446,81,0,0,
0x1b446,l,0x1b471,43,0,0,
0x1b471,l,0x1b4a3,50,0,0,
0x1b4a3,l,0x1b4c4,33,1,0,"z>H"""
0x1b4c4,l,0x1b4e5,33,0,0,
0x1b4e5,l,0x1b50e,41,1,0,dz>t?
0x1b50e,l,0x1b553,69,1,1,.PSM
0x1b553,l,0x1b577,36,0,0,
0x1b577,l,0x1b59d,38,0,0,
0x1b59d,l,0x1b5be,33,0,0,
0x1b5be,l,0x1b601,67,1,1,.BSP
0x1b601,o,0x1b623,34,0,0,
0x1b623,l,0x1b648,37,0,0,
0x1b648,l,0x1b670,40,0,0,
0x1b670,l,0x1b70f,159,1,1,F4>9\#l
0x1b70f,l,0x1b72f,32,0,0,
0x1b72f,o,0x1b776,71,0,0,
0x1b776,l,0x1b79f,41,0,0,
0x1b79f,l,0x1b7c2,35,0,0,
0x1b7c2,l,0x1b82a,104,1,0,AGO:
0x1b82a,l,0x1b84e,36,0,0,
0x1b84e,l,0x1b887,57,0,0,
0x1b887,l,0x1b8d9,82,0,0,
0x1b8d9,l,0x1b926,77,0,0,
0x1b926,l,0x1b950,42,0,0,
0x1b950,l,0x1b971,33,0,0,
0x1b971,l,0x1b998,39,0,0,
0x1b998,l,0x1b9b7,31,0,0,
0x1b9b7,l,0x1ba11,90,0,0,
0x1ba11,l,0x1ba3b,42,0,0,
0x1ba3b,l,0x1ba87,76,0,0,
0x1ba87,l,0x1bab4,45,0,0,
0x1bab4,l,0x1badf,43,1,1,W.XML
0x1badf,l,0x1bb18,57,0,0,
0x1bb18,l,0x1bb40,40,0,0,
0x1bb40,l,0x1bb64,36,0,0,
0x1bb64,l,0x1bb89,37,0,0,
0x1bb89,n,0x1bba5,28,0,0,
0x1bba5,l,0x1bc08,99,1,0,D|*l
0x1bc08,l,0x1bc72,106,0,0,
0x1bc72,l,0x1bcc8,86,2,2,MISC\OBJECTS\HAYBALE' 
0x1bcc8,l,0x1bcee,38,1,0,IF%<
0x1bcee,l,0x1bd1a,44,1,0,gR?`?
0x1bd1a,l,0x1bd3b,33,0,0,
0x1bd3b,l,0x1bd9c,97,0,0,
0x1bd9c,l,0x1bdb9,29,0,0,
0x1bdb9,l,0x1be0c,83,1,1,W.CFL
0x1be0c,l,0x1be31,37,0,0,
0x1be31,l,0x1be55,36,0,0,
0x1be55,l,0x1be7c,39,1,0,v>$$
0x1be7c,l,0x1be9a,30,1,0,LD2(
0x1be9a,l,0x1bed2,56,0,0,
0x1bed2,l,0x1bef2,32,0,0,
0x1bef2,n,0x1bf18,38,0,0,
0x1bf18,l,0x1bf57,63,1,0,"lEV"""
0x1bf57,l,0x1bfc0,105,2,0,"i""Q|BnLrl"
0x1bfc0,l,0x1c101,321,2,0,=l~l
0x1c101,l,0x1c124,35,0,0,
0x1c124,l,0x1c146,34,0,0,
0x1c146,l,0x1c187,65,0,0,
0x1c187,l,0x1c1a9,34,0,0,
0x1c1a9,l,0x1c22d,132,2,2,\COURSE\SPAIN1\NEWBRIGHT-TGA.GXI
0x1c22d,l,0x1c25b,46,0,0,
0x1c25b,l,0x1c28a,47,0,0,
0x1c28a,l,0x1c2b4,42,0,0,
0x1c2b4,l,0x1c2db,39,0,0,
0x1c2db,l,0x1c2f9,30,0,0,
0x1c2f9,o,0x1c31f,38,0,0,
0x1c31f,l,0x1c34e,47,0,0,
0x1c34e,l,0x1c371,35,0,0,
0x1c371,l,0x1c38c,27,0,0,
0x1c38c,o,0x1c3ba,46,0,0,
0x1c3ba,l,0x1c3da,32,0,0,
0x1c3da,l,0x1c3fe,36,0,0,
0x1c3fe,l,0x1c422,36,0,0,
0x1c422,l,0x1c463,65,0,0,
0x1c463,l,0x1c4a9,70,0,0,
0x1c4a9,l,0x1c4cd,36,0,0,
0x1c4cd,l,0x1c4f5,40,0,0,
0x1c4f5,l,0x1c50f,26,0,0,
0x1c50f,l,0x1c539,42,0,0,
0x1c539,l,0x1c565,44,0,0,
0x1c565,l,0x1c5af,74,0,0,
0x1c5af,l,0x1c5ce,31,0,0,
0x1c5ce,l,0x1c610,66,0,0,
0x1c610,l,0x1c62f,31,0,0,
0x1c62f,l,0x1c66b,60,1,1,NDSCREENS\PS2\TRAINING.XML
0x1c66b,l,0x1c6aa,63,0,0,
0x1c6aa,l,0x1c6f2,72,0,0,
0x1c6f2,l,0x1c714,34,0,0,
0x1c714,l,0x1c735,33,0,0,
0x1c735,l,0x1c763,46,0,0,
0x1c763,l,0x1c7a1,62,1,0,kElkl
0x1c7a1,l,0x1c7c3,34,1,0,!E':
0x1c7c3,o,0x1c80a,71,1,1,FMV\FUJ2.PSS
0x1c80a,l,0x1c834,42,0,0,
0x1c834,l,0x1c862,46,0,0,
0x1c862,l,0x1c8c6,100,1,0,"MF""l2l"
0x1c8c6,l,0x1c8ef,41,0,0,
0x1c8ef,l,0x1c987,152,0,0,
0x1c987,l,0x1c9a6,31,0,0,
0x1c9a6,l,0x1c9c5,31,0,0,
0x1c9c5,l,0x1c9e0,27,0,0,
0x1c9e0,l,0x1ca09,41,0,0,
0x1ca09,l,0x1ca2a,33,0,0,
0x1ca2a,l,0x1ca50,38,0,0,
0x1ca50,l,0x1ca82,50,0,0,
0x1ca82,l,0x1caa4,34,0,0,
0x1caa4,l,0x1caca,38,0,0,
0x1caca,l,0x1cb53,137,0,0,
0x1cb53,l,0x1cb73,32,0,0,
0x1cb73,l,0x1cba4,49,0,0,
0x1cba4,l,0x1cbec,72,0,0,
0x1cbec,l,0x1cc14,40,0,0,
0x1cc14,l,0x1cc7d,105,0,0,
0x1cc7d,l,0x1cceb,110,0,0,
0x1cceb,l,0x1cd51,102,1,1,SPLIT.PSB
0x1cd51,l,0x1cdd1,128,1,0,"KD""l1l"
0x1cdd1,l,0x1cdfc,43,0,0,
0x1cdfc,l,0x1ce1f,35,0,0,
0x1ce1f,l,0x1ce40,33,0,0,
0x1ce40,l,0x1ce66,38,0,0,
0x1ce66,l,0x1ce8d,39,1,0,ITSU'
0x1ce8d,l,0x1cee4,87,1,1,iE_/\8L
0x1cee4,n,0x1cf05,33,0,0,
0x1cf05,o,0x1cf37,50,0,0,
0x1cf37,l,0x1cf7c,69,0,0,
0x1cf7c,l,0x1cfa2,38,0,0,
0x1cfa2,l,0x1d007,101,0,0,
0x1d007,l,0x1d02b,36,1,0,"""@+)"
0x1d02b,l,0x1d055,42,0,0,
0x1d055,l,0x1d099,68,0,0,
0x1d099,l,0x1d0d1,56,1,1,":GF""\el"
0x1d0d1,l,0x1d115,68,0,0,
0x1d115,l,0x1d139,36,0,0,
0x1d139,l,0x1d15b,34,0,0,
0x1d15b,l,0x1d177,28,0,0,
0x1d177,l,0x1d196,31,0,0,
0x1d196,l,0x1d1bc,38,0,0,
0x1d1bc,l,0x1d1dd,33,0,0,
0x1d1dd,l,0x1d231,84,1,1,&\TNG\DATAPSM\COURSE\TURKEY1\SANDTRACK-TGA.GXI
0x1d231,l,0x1d26b,58,0,0,
0x1d26b,l,0x1d293,40,0,0,
0x1d293,l,0x1d2c5,50,0,0,
0x1d2c5,l,0x1d2f7,50,0,0,
0x1d2f7,l,0x1d322,43,0,0,
0x1d322,l,0x1d37b,89,1,1,FMV\BFGOOD1.PSS
0x1d37b,l,0x1d3ab,48,0,0,
0x1d3ab,l,0x1d3d4,41,0,0,
0x1d3d4,l,0x1d3f5,33,0,0,
0x1d3f5,l,0x1d41f,42,0,0,
0x1d41f,l,0x1d45b,60,1,1,SCREENS\PS2\GAMESELECT2.XML
0x1d45b,l,0x1d488,45,0,0,
0x1d488,l,0x1d4b4,44,0,0,
0x1d4b4,l,0x1d4e1,45,0,0,
0x1d4e1,l,0x1d508,39,0,0,
0x1d508,l,0x1d52b,35,0,0,
0x1d52b,l,0x1d577,76,0,0,
0x1d577,l,0x1d59b,36,0,0,
0x1d59b,l,0x1d5b7,28,0,0,
0x1d5b7,l,0x1d5e0,41,0,0,
0x1d5e0,l,0x1d5fe,30,0,0,
0x1d5fe,o,0x1d623,37,0,0,
0x1d623,l,0x1d650,45,0,0,
0x1d650,l,0x1d6a1,81,0,0,
0x1d6a1,l,0x1d6bf,30,0,0,
0x1d6bf,l,0x1d6eb,44,0,0,
0x1d6eb,l,0x1d733,72,1,0,?|$l
0x1d733,l,0x1d751,30,0,0,
0x1d751,l,0x1d775,36,0,0,
0x1d775,l,0x1d791,28,0,0,
0x1d791,l,0x1d7ba,41,0,0,
0x1d7ba,l,0x1d7db,33,0,0,
0x1d7db,l,0x1d80e,51,0,0,
0x1d80e,l,0x1d833,37,0,0,
0x1d833,n,0x1d84a,23,0,0,
0x1d84a,l,0x1d871,39,0,0,
0x1d871,l,0x1d8af,62,1,0,Z<*>C
0x1d8af,l,0x1d8d0,33,0,0,
0x1d8d0,l,0x1d91d,77,1,1,.BSP
0x1d91d,l,0x1d93d,32,0,0,
0x1d93d,l,0x1d960,35,0,0,
0x1d960,l,0x1d9a5,69,0,0,
0x1d9a5,l,0x1d9c3,30,0,0,
0x1d9c3,l,0x1d9ea,39,0,0,
0x1d9ea,l,0x1da08,30,0,0,
0x1da08,l,0x1da23,27,0,0,
0x1da23,l,0x1da3e,27,1,0,.U?8)
0x1da3e,l,0x1da81,67,0,0,
0x1da81,l,0x1daa0,31,0,0,
0x1daa0,l,0x1dac4,36,0,0,
0x1dac4,l,0x1daec,40,0,0,
0x1daec,l,0x1db12,38,0,0,
0x1db12,l,0x1db5a,72,0,0,
0x1db5a,l,0x1db7f,37,2,1,_W2\TOP'
0x1db7f,l,0x1db9c,29,0,0,
0x1db9c,l,0x1dbc3,39,0,0,
0x1dbc3,l,0x1dc41,126,2,1,SMALLCARS\'$
0x1dc41,l,0x1dc62,33,0,0,
0x1dc62,l,0x1dc83,33,0,0,
0x1dc83,l,0x1dcde,91,0,0,
0x1dcde,l,0x1dd00,34,0,0,
0x1dd00,l,0x1dd22,34,0,0,
0x1dd22,l,0x1dd44,34,0,0,
0x1dd44,l,0x1dda7,99,1,0,d@|gl
0x1dda7,l,0x1ddd0,41,0,0,
0x1ddd0,l,0x1ddec,28,0,0,
0x1ddec,l,0x1de3a,78,0,0,
0x1de3a,l,0x1de6e,52,0,0,
0x1de6e,l,0x1deb4,70,0,0,
0x1deb4,l,0x1ded2,30,0,0,
0x1ded2,l,0x1def8,38,0,0,
0x1def8,l,0x1df42,74,0,0,
0x1df42,l,0x1df6c,42,0,0,
0x1df6c,l,0x1df95,41,0,0,
0x1df95,n,0x1dfb1,28,0,0,
0x1dfb1,l,0x1dfd3,34,1,0,iFYFF!>
0x1dfd3,l,0x1e01b,72,0,0,
0x1e01b,l,0x1e038,29,0,0,
0x1e038,n,0x1e097,95,0,0,
0x1e097,n,0x1e0b8,33,0,0,
0x1e0b8,l,0x1e0de,38,0,0,
0x1e0de,l,0x1e0fe,32,0,0,
0x1e0fe,l,0x1e141,67,0,0,
0x1e141,n,0x1e182,65,0,0,
0x1e182,l,0x1e1a8,38,0,0,
0x1e1a8,l,0x1e1d4,44,0,0,
0x1e1d4,l,0x1e1ff,43,0,0,
0x1e1ff,l,0x1e220,33,0,0,
0x1e220,l,0x1e240,32,0,0,
0x1e240,l,0x1e285,69,1,1,Y2\I2A_ROCK2-TGA.GXI
0x1e285,l,0x1e2c1,60,0,0,
0x1e2c1,l,0x1e31a,89,1,1,.PSM
0x1e31a,l,0x1e36d,83,0,0,
0x1e36d,l,0x1e3a2,53,1,0,FRd+
0x1e3a2,l,0x1e3d1,47,0,0,
0x1e3d1,l,0x1e432,97,1,1,1.CFL
0x1e432,l,0x1e462,48,0,0,
0x1e462,l,0x1e485,35,0,0,
0x1e485,l,0x1e4c3,62,0,0,
0x1e4c3,l,0x1e4e6,35,1,0,Lq?G_&
0x1e4e6,l,0x1e53c,86,0,0,
0x1e53c,o,0x1e55f,35,0,0,
0x1e55f,l,0x1e581,34,0,0,
0x1e581,n,0x1e5a3,34,0,0,
0x1e5a3,l,0x1e5cb,40,0,0,
0x1e5cb,n,0x1e5ea,31,1,0,S?%:
0x1e5ea,l,0x1e60d,35,0,0,
0x1e60d,l,0x1e631,36,0,0,
0x1e631,l,0x1e6ae,125,0,0,
0x1e6ae,l,0x1e6d8,42,0,0,
0x1e6d8,l,0x1e6f9,33,0,0,
0x1e6f9,l,0x1e723,42,1,1,T?\4
0x1e723,l,0x1e75f,60,0,0,
0x1e75f,l,0x1e80d,174,1,1,S3.BSP
0x1e80d,l,0x1e828,27,0,0,
0x1e828,l,0x1e84c,36,0,0,
0x1e84c,l,0x1e87a,46,0,0,
0x1e87a,l,0x1e8a1,39,0,0,
0x1e8a1,l,0x1e8ee,77,0,0,
0x1e8ee,l,0x1e916,40,0,0,
0x1e916,l,0x1e935,31,0,0,
0x1e935,l,0x1e958,35,0,0,
0x1e958,l,0x1e985,45,0,0,
0x1e985,l,0x1e9b3,46,0,0,
0x1e9b3,l,0x1e9d2,31,1,0,7>6>
0x1e9d2,l,0x1ea19,71,0,0,
0x1ea19,l,0x1ea3b,34,0,0,
0x1ea3b,l,0x1ea88,77,0,0,
0x1ea88,l,0x1eaa9,33,0,0,
0x1eaa9,l,0x1eac8,31,0,0,
0x1eac8,l,0x1eae9,33,0,0,
0x1eae9,l,0x1eb0d,36,0,0,
0x1eb0d,l,0x1eb31,36,0,0,
0x1eb31,l,0x1eb51,32,1,0,"Mo,>J0"
0x1eb51,l,0x1eb8c,59,0,0,
0x1eb8c,l,0x1ebae,34,0,0,
0x1ebae,l,0x1ebee,64,0,0,
0x1ebee,l,0x1ec34,70,0,0,
0x1ec34,l,0x1ec6f,59,0,0,
0x1ec6f,n,0x1ec97,40,0,0,
0x1ec97,l,0x1ecdb,68,0,0,
0x1ecdb,l,0x1ed03,40,0,0,
0x1ed03,l,0x1ed6d,106,0,0,
0x1ed6d,l,0x1ed9e,49,1,1,16\x
0x1ed9e,l,0x1edca,44,2,1,ARROW.PSB
0x1edca,l,0x1ede4,26,0,0,
0x1ede4,l,0x1ee05,33,0,0,
0x1ee05,l,0x1ee41,60,0,0,
0x1ee41,l,0x1ee8e,77,0,0,
0x1ee8e,l,0x1eecf,65,0,0,
0x1eecf,l,0x1eeed,30,0,0,
0x1eeed,l,0x1ef5d,112,0,0,
0x1ef5d,l,0x1ef7a,29,0,0,
0x1ef7a,l,0x1ef94,26,0,0,
0x1ef94,n,0x1efa9,21,0,0,
0x1efa9,l,0x1efc9,32,0,0,
0x1efc9,l,0x1f01c,83,0,0,
0x1f01c,l,0x1f03b,31,0,0,
0x1f03b,n,0x1f09e,99,1,0,POINTS
0x1f09e,l,0x1f0d2,52,0,0,
0x1f0d2,l,0x1f0f4,34,0,0,
0x1f0f4,l,0x1f112,30,0,0,
0x1f112,l,0x1f15b,73,0,0,
0x1f15b,l,0x1f17c,33,0,0,
0x1f17c,l,0x1f19d,33,0,0,
0x1f19d,l,0x1f1c3,38,0,0,
0x1f1c3,l,0x1f1ec,41,0,0,
0x1f1ec,l,0x1f213,39,0,0,
0x1f213,l,0x1f24b,56,0,0,
0x1f24b,l,0x1f282,55,1,1,A.GXI
0x1f282,l,0x1f2c8,70,0,0,
0x1f2c8,l,0x1f2f0,40,0,0,
0x1f2f0,l,0x1f31a,42,1,1,MMONTEXTURES\TOP'
0x1f31a,l,0x1f355,59,0,0,
0x1f355,l,0x1f399,68,0,0,
0x1f399,l,0x1f3c6,45,0,0,
0x1f3c6,l,0x1f3f6,48,1,1,.XML
0x1f3f6,l,0x1f416,32,0,0,
0x1f416,l,0x1f43f,41,0,0,
0x1f43f,l,0x1f466,39,0,0,
0x1f466,l,0x1f4bd,87,2,1,\CUPSp
0x1f4bd,l,0x1f513,86,0,0,
0x1f513,l,0x1f543,48,0,0,
0x1f543,l,0x1f564,33,0,0,
0x1f564,l,0x1f5b2,78,1,1,FONTS\v
0x1f5b2,l,0x1f5dd,43,0,0,
0x1f5dd,l,0x1f5fd,32,0,0,
0x1f5fd,l,0x1f617,26,0,0,
0x1f617,l,0x1f642,43,1,1,\PATROL\WHEEL.PSM
0x1f642,l,0x1f660,30,0,0,
0x1f660,l,0x1f681,33,0,0,
0x1f681,o,0x1f6d3,82,0,0,
0x1f6d3,l,0x1f6fa,39,0,0,
0x1f6fa,l,0x1f71c,34,0,0,
0x1f71c,l,0x1f73c,32,0,0,
0x1f73c,l,0x1f76c,48,0,0,
0x1f76c,l,0x1f7b4,72,0,0,
0x1f7b4,l,0x1f7fe,74,0,0,
0x1f7fe,l,0x1f820,34,1,0,O2>Q?
0x1f820,l,0x1f866,70,1,1,M.BSP
0x1f866,l,0x1f8af,73,0,0,
0x1f8af,l,0x1f8cc,29,0,0,
0x1f8cc,l,0x1f8ee,34,0,0,
0x1f8ee,l,0x1f90a,28,0,0,
0x1f90a,l,0x1f931,39,0,0,
0x1f931,l,0x1f952,33,0,0,
0x1f952,l,0x1f970,30,0,0,
0x1f970,l,0x1f9a6,54,0,0,
0x1f9a6,l,0x1f9e0,58,0,0,
0x1f9e0,l,0x1fa02,34,0,0,
0x1fa02,l,0x1fa28,38,0,0,
0x1fa28,l,0x1fa4b,35,0,0,
0x1fa4b,l,0x1faa5,90,0,0,
0x1faa5,l,0x1fac2,29,1,1,S1\DRUM)
0x1fac2,l,0x1faef,45,0,0,
0x1faef,l,0x1fb0f,32,0,0,
0x1fb0f,l,0x1fb36,39,0,0,
0x1fb36,l,0x1fb53,29,0,0,
0x1fb53,l,0x1fbcf,124,2,2,SHEET.PSB
0x1fbcf,l,0x1fbf0,33,0,0,
0x1fbf0,l,0x1fc11,33,0,0,
0x1fc11,l,0x1fc86,117,2,2,"CHECKPOINTS\(,"
0x1fc86,l,0x1fccd,71,1,0,pAHLom
0x1fccd,l,0x1fce8,27,0,0,
0x1fce8,l,0x1fd4b,99,2,1,Bc\4l
